latitude,longitude,District,StateName,TotalPopulation,Households,Women,Men,Rural  Urban Classification,Sex ratio of the total population females per 1000 males,Sex ratio at birth for children born in the last five years females per 1000 males,Children under age 5 years whose birth was registered per,Households with electricity per,Households with an improved drinking  water source1 per,Households using improved sanitation facility2 per,Households using clean fuel for cooking3 per,Households using iodized salt per,Women who are literate per,Men who are literate per,Women with 10 or more years of schooling per,Women age 20  24 years married before age 18 years per,Men age 25  29 years married before age 21 years per,Women age 15  19 years who were already mothers or pregnant at the time of the survey per,Mothers who had antenatal check  up in the first trimester per,Mothers whose last birth was protected against neonatal tetanus7 per,Mothers who consumed iron folic acid for 100 days or more when they were pregnant per,Mothers who had full antenatal care8 per,Average out of pocket expenditure per delivery in public health facility Rs,Children born at home who were taken to a health facility for checkup within 24 hours of birth per,Institutional births per,Institutional births in public facility per,Children age 12 to 23 months fully immunized,Children age 12 to 23 months who have received 3 doses of polio vaccine per,Children age 12 to 23 months who have received 3 doses of Hepatitis B vaccine per,Prevalence of diarrhoea reported in the last 2 weeks preceding the survey per,Children with diarrhoea in the last 2 weeks who received oral rehydration salts ORS per,Children with diarrhoea in the last 2 weeks taken to a health facility per,Children under age 3 years breastfed within one hour of birth9 per,Children under age 6 months exclusively breastfed10 per,Children age 6  8 months receiving solid or semi  solid food and breastmilk10 per,Breastfeeding children age 6  23 months receiving an adequate diet1011 per,Non  breastfeeding children age 6  23 months receiving an adequate diet1011 per,Total children age 6  23 months receiving an adequate diet1011 per,Children under 5 years who are stunted height  for  age12 per,Children under 5 years who are wasted weight  for  height12 per,Children under 5 years who are severely wasted weight  for  height13 per,Children under 5 years who are underweight weight  for  age12 per,Women whose Body Mass Index BMI is below normal BMI lesser than 18.5 kg per m214 per,Men whose Body Mass Index BMI is below normal BMI  lesser than 18 point 5 kg per m2 per,Women who are overweight or obese BMI greater than equal to 25 kg per m214 per,Men who are overweight or obese BMI greater than equal to 25.0 kg per m2 per,Children age 6 to 59 months who are anaemic lesser than 11.0 g per dl per,Nonpregnant women age 15 to 49 years who are anaemic lesser than 12.0 g per dl per,Pregnant women age 15 to 49 years who are anaemic lesser than 11.0 g per dl per,All women age 15 to 49 years who are anaemic per,Men age 15 to 49 years who are anaemic  lesser than 13.0 g per dl per
25.242453,86.9842256,Bhagalpur,Bihar,3032226,946,1203,166,Rural,1015,916,78.7,69.2,97.3,32.3,23.2,89.7,54.6,77,26.4,27,20.5,8.2,43.4,93.4,17.5,4.4,1037,1.5,69.4,54.7,66.7,80.1,67.6,8,56.5,72.5,33.7,61.7,36.5,6,14.2,7.2,46.6,23.1,7.8,40.8,26.2,23.8,12.4,9.2,70.1,61.6,61.9,61.6,41.4
25.466155,84.5222189,Bhojpur,Bihar,2720155,947,1397,171,Rural,1033,885,89.2,64.5,99.9,26.2,21,92,56.4,87.3,28.5,32,,7.2,42.3,96.1,10.3,3.6,1214,0,80.4,56.7,71.9,83.2,73.5,12.6,37.2,28.4,28,57,33.2,8.1,15.1,9,43.5,26,12.3,47.2,24.1,18.7,14.4,13.7,70.6,61.8,51.9,61.1,37.7
25.5647103,83.9777482,Buxer,Bihar,1707643,946,1303,163,Rural,1034,962,63.2,65.7,99.7,27.9,23.3,98.4,62.9,89.1,31.1,30.7,,5.5,46.5,93.8,9.2,5.2,1333,3.9,81.6,52.4,63.9,74.9,69.5,6.4,62.9,35.5,31.4,56.2,31.4,8.2,,9,43.9,19.6,5.7,41.2,24.7,19.5,17.2,13.5,59.8,51.5,49.2,51.3,24.2
26.1542045,85.8918454,Darbhanga,Bihar,3921971,945,1126,116,Rural,1145,974,65.4,58.4,99.9,27.7,18.3,91.6,43.5,79.9,18.7,41.2,,11.5,25.4,84.2,6.6,2.6,2529,1.7,47.1,33.7,52.9,65.3,59.8,15.2,44.7,55.7,22.6,61.4,34.1,5.1,14.1,6.5,49,16.6,4.9,41.1,31.2,24.3,11.9,13.8,69.9,66.4,62.3,66.1,38.8
24.7913957,85.0002336,Gaya,Bihar,4379383,950,1443,158,Rural,1076,945,56.2,71.2,96.7,26.8,15.6,98.6,50.2,79.9,24.5,47.6,,14.9,33.3,94.8,5.6,3.7,1028,1.3,56.8,35.5,67.6,76.2,72.7,4.6,39.2,54.7,29,28.4,27.5,6.7,4,6.4,52.9,25.6,7.6,53.1,36.1,23.1,11.1,17.9,59,61.2,68.1,61.8,25.7
26.4685472,84.4433318,Gopalganj,Bihar,2558037,936,1286,112,Rural,1160,1042,60.1,56.8,99,26.4,20.4,91.2,57,85.6,26.7,28.3,,6.5,38.8,88.3,13.7,3.7,4474,2.4,75.2,51.9,64.3,78.7,66.1,18.1,37.4,59.1,32.7,61.4,37.5,5.7,,7.4,35.6,16.5,5.4,30.5,25.7,24.3,16.1,22.2,63.1,59.2,51.6,58.8,26.1
24.9195147,86.224718,Jamui,Bihar,1756078,947,1199,157,Rural,1036,900,53,62,78.6,14.8,9.2,92.8,44.4,75.5,16.5,50.8,66.3,14.9,36.4,88.4,12.7,2.3,1215,1.1,59.4,44.6,55.5,63.3,63.6,5.5,53.2,41.6,34.4,40.2,26.8,4.6,4,4.5,45.9,29.4,10.9,47.2,37.5,25.6,7,11.6,61.3,63.1,48,61.9,32.3
25.2139287,84.9895549,Jehanabad,Bihar,1124176,938,1107,121,Rural,1103,846,63.6,68.8,99.4,29.3,20.1,97.2,55.3,78,33,36.6,,13,44.3,95.4,13.3,4.2,1225,1.6,83,54,67.5,75.4,72.8,7.4,37.8,49.4,50,35.9,43.2,13.3,,14.6,52.1,19.6,8.5,47.1,30.6,27.2,10.9,11.4,61.4,56.9,55.1,56.7,23.9
25.0426227,83.6055732,Kaimur Bhabua,Bihar,1626900,948,1175,152,Rural,1027,893,62.6,73.6,95.3,21.5,13.8,96.5,59.7,80.5,28.8,29.8,,8.8,30,92.8,3.3,1.6,1232,0,80.1,54.5,70.5,80.7,79.3,5.1,27.6,45,40.9,34.1,23.4,4.5,,4.5,53.8,21.4,6.9,48.1,28.6,26.6,13.7,15.5,63,57.3,64.3,57.8,15.7
25.5540648,87.5591073,Katihar,Bihar,3068149,949,1001,111,Rural,1039,860,62.4,31.6,99.2,21.5,10,97.9,40.2,65.7,15.2,38.6,,14.3,33.3,92.3,6.5,2.1,1030,1.2,51.8,44.5,71.2,79.7,55,10.6,44.6,51.5,44.2,62.4,25.6,8.3,,7.9,49.2,20.7,6.1,45.1,32.4,21.9,8,6.3,61.3,64.3,57.8,63.8,33.3
25.5111515,86.476908,Khagaria,Bihar,1657599,948,1131,134,Rural,1043,970,62.5,54.2,98.8,30.8,13.4,97.2,44.2,76.3,20.7,46.1,,16.8,33.9,90.6,6,2,933,3.3,71.2,61.1,65.9,73.5,73,7,47.3,71.9,32.4,48.4,25,6.2,11,6.8,49.8,17,6.6,42.4,31.1,21.9,10.7,13.3,63.4,60.1,56.2,59.8,29.6
26.0869726,87.938943,Kishanganj,Bihar,1690948,939,1183,137,Rural,1086,945,66.2,51.1,98.8,15.9,5.6,95.9,33.7,46.8,12.1,24.4,,6.6,38,83.8,15.4,2.4,2147,1.6,41.8,33.6,54.9,68.8,62.3,6.8,58.9,66.7,30.1,66.8,40.9,10,,9.5,46.9,22.8,9.2,45.4,34.5,16.9,6.1,7.4,65.2,68,62,67.6,42.6
25.1571454,86.0951592,Lakhisarai,Bihar,1000717,946,1210,148,Rural,1013,934,51.6,79.3,93.8,36.8,14.7,98.9,52.4,77.9,25.3,42.8,,12.4,37.3,94.8,4.5,3.4,1084,0.7,64.1,49.2,59.1,75.3,61.9,8.7,63.8,64.4,39.2,32.7,36.8,7.4,,8.3,50.6,20.1,6.4,47.3,27.6,15.8,11.5,10.7,66.3,62.4,57.5,62.1,55
25.9286903,86.7909759,Madhepura,Bihar,1994618,948,1116,109,Rural,1130,895,56.3,53.3,100,15,9,96.3,32.6,76.9,14.9,56.3,,19.2,35.6,87.1,2.6,1.1,1076,1,60.9,54.2,62.2,75.4,68.4,9.8,41.6,51.6,47.3,64.4,24.8,2.6,,3,51.8,24.2,9.1,49.2,32.9,31.3,8.3,12,61.4,57.4,58.5,57.5,30.5
26.3468544,86.0715474,Madhubani,Bihar,4476044,945,1126,143,Rural,1147,954,53.7,53.7,99.6,19.1,12.2,80,40.9,76.6,18.8,40.9,,12,27.3,85.2,13.3,4.8,2598,1.6,50.3,39.9,48.9,67.7,49.3,9.7,46,62.1,32.6,63.2,23.8,8.7,,9.7,51.8,19.1,6.3,45.4,32,23.1,8.9,10.4,62.9,61.7,54,61.1,38.1
25.3747561,86.4735251,Munger,Bihar,1359054,946,1045,145,Rural,970,878,63.4,68.8,90.5,34.1,26.3,95.7,62.5,86.7,29.3,32.6,,9.1,42.1,93.9,10.2,5.5,1287,3.6,83.5,62.5,63.7,72.6,74.6,11.5,66.1,67.1,35,46.4,39.2,11.4,,11.1,46.6,21.5,5.6,43.7,28.8,31.1,16.1,17.2,62.5,66.7,58.6,66.1,37.2
26.1195629,85.3910581,Muzaffarpur,Bihar,4778610,946,1084,134,Rural,1059,930,60,72.7,99.4,28.5,21.9,94.7,53.8,76.9,23.6,35.4,44.2,13.1,25.1,90.2,4.7,1.7,1970,0.9,62.3,41.9,55,68.8,58.6,16,29.9,54.7,36.7,78.9,33.1,8.5,,7.8,47.9,17.5,5.6,42.3,33,30.5,10.5,19.3,58.5,52.2,55.7,52.4,34.5
25.2621826,85.4788065,Nalanda,Bihar,2872523,946,1066,128,Rural,1037,859,63.2,69.3,97.9,31,23.4,97.8,48.8,76.5,24.8,41.7,,14.7,40.2,94.9,7.1,1.9,889,1.1,78.5,58,65.2,77.2,68.8,6.8,44.5,56.2,47.1,36.7,29.9,6,,7.1,54.1,24.3,6.9,50.2,30.7,25.2,10.2,10.6,59,62.6,51.2,61.6,19.1
24.8910775,85.5354724,Nawada,Bihar,2216653,942,1228,130,Rural,1169,983,51,56.7,98.8,28.8,21,98,47.5,68.7,26.4,40.1,,10.8,43.9,94.8,8.8,1.9,1278,1.7,67.8,46,63.5,73,72.4,7,42.4,63.4,42.6,32.8,45.4,16.6,6,14.6,48.4,21.4,6.9,45.9,33.6,28.8,11,8.7,56.4,59.7,48.1,58.8,28.9
27.1543104,84.3542049,Pashchim Champaran,Bihar,3922780,922,952,128,Rural,936,893,50.5,46.1,96.1,21.4,18.1,89.9,44.4,75.1,17.2,37.9,,19.9,22.5,81,14.1,2.2,3156,2.7,64.2,52,29.4,54.5,44.2,10,49.5,40.4,32.1,48.7,41.4,8.2,,9,43.6,21.7,7.1,39.1,27,26.2,13.6,13.9,62.3,57.9,64,58.5,26
25.5940947,85.1375645,Patna,Bihar,5772804,1888,2441,375,Both,964,1017,66.8,86.6,98.8,49.9,51.7,98.7,64.7,85.6,39.6,27.7,32.8,8.6,51.9,93.8,21.1,7.9,1647,1.2,86.4,50.6,69.7,74.8,76.3,3.8,56.4,57,39,35.4,32,3.8,5.4,4,43.5,28.5,11.5,43.3,24,17.6,19.5,15.8,51.6,58,40.7,57.1,28.9
26.6098139,84.8567932,Purba Champaran,Bihar,5082868,926,1072,81,Rural,1064,894,44.7,40.4,99.4,20.5,14.4,91.7,44.6,67,13.1,43.5,,17.7,22.1,81.5,3.8,1.2,2539,0,45.1,29.4,49.3,71.1,56.7,16.8,45.2,42.6,40.6,51.7,42.3,8.6,,9.3,47.2,18,4.8,40.8,28.9,24.9,10.2,10.9,65.7,54.8,52.8,54.7,24.1
25.7771391,87.4752551,Purnia,Bihar,3273127,946,1114,133,Rural,1091,912,59.4,50.6,99.7,14.4,8.6,95.9,41.1,78.5,15.1,36.8,42.7,12.3,35.5,91.7,9.6,4.6,1278,2.4,61.5,53.8,65.8,73.3,67.2,16,50.3,72.4,43.9,60,18.6,12.4,6.9,11.7,52.1,20.8,5.7,47,38.8,32,8.7,7.5,66.5,68.4,72.2,68.8,33.6
24.6287405,83.9201656,Rohtas,Bihar,2962593,947,1390,197,Rural,1029,892,64.9,81.1,99.4,25.9,17.9,99.2,64.2,82,32.3,28.3,,10.2,41.5,94.1,7.1,2.1,1058,7.4,80.7,42,75.6,80.1,73.7,3.1,,,20.4,42.6,29.5,0.7,0,0.6,48.5,19.9,6.7,45.1,26.9,28.4,15.5,9.5,61.3,61.6,67.2,62,14.7
25.8834961,86.6006249,Saharsa,Bihar,1897102,944,1139,139,Rural,1044,968,52,58.3,99.7,16.6,12.9,93.7,39,63.2,17.8,37.4,27.8,11.8,35.7,87.2,12.5,3.8,1285,1.8,59.6,52,78,82.5,75.2,8.5,43.9,47.6,26,59.9,14.9,2.9,3.4,2.9,43.9,24,10.5,44.4,34.6,25.6,7.7,6.1,68.4,60.6,58.2,60.4,38.9
25.8629679,85.7810263,Samastipur,Bihar,4254782,946,1034,110,Rural,1063,1049,58.9,39.9,98.5,19.2,14,87.6,50,80.6,23.1,49.6,,19.3,29.3,84.5,9.8,2.2,1389,3.6,73.4,62.7,57.4,69.1,65.2,11.5,47.4,59.4,37.7,44,19.3,5.1,,5.1,49.2,18.4,6.1,41.3,29.7,30.8,8.4,5.6,65.4,59.6,56.3,59.4,38.5
25.7765249,84.7380858,Saran,Bihar,3943098,903,1130,138,Rural,1075,976,56.3,59,98.4,25.4,17.4,80.4,57.5,82.1,28.1,26.9,,10.4,34.2,87.2,7.2,3.1,2868,4.5,62,44,55.1,70.7,62.2,14.5,46.8,50.8,43.6,73.8,34.9,4.1,,4.9,46.1,18.1,4.6,40.4,23.9,23.7,18.1,18.5,61.9,54.1,50.4,53.9,22
25.1416937,85.8628915,Sheikhpura,Bihar,634927,941,1222,132,Rural,1104,1013,59,79.1,94.4,33.6,16.5,94.4,49.1,76.6,22.1,40.4,,14,42.4,94,10.4,3.3,1198,3.4,74.6,58.8,63.5,70.5,66.8,6.8,55.9,61.1,40.1,41.2,45.1,17.9,13.1,16.9,46.4,28.9,10.8,51.7,35.6,27,10.7,8.9,66,67.2,61,66.8,35.2
26.5145872,85.2942313,Sheohar,Bihar,656916,943,1019,108,Rural,1143,900,52.2,59.7,99.5,21,11.1,90.4,40.9,69.5,13.8,48.7,,14,28.2,88.5,2.6,1,2195,1.1,52.7,42.4,59.3,70,67.8,14,51.5,62.4,33.1,55,30.9,10.8,,10.3,53,14.8,4.3,42.8,33.1,25.1,9.6,12.1,63.7,55.6,46,55,21.2
26.5952476,85.4808393,Sitamarhi,Bihar,3419622,946,1118,123,Rural,1103,993,56.5,39.4,100,20.2,12.8,95.4,37.6,66.2,12.2,49.7,,11.1,32.5,90.6,4.7,2.5,2278,1.1,37.3,28.5,62.6,67.5,64,13.5,38.4,48.5,34.4,38.4,38.5,8.6,,8.8,57.3,15.8,4.6,47.7,33.6,34.2,8.9,7.5,69,59.1,68,59.9,36
26.2098172,84.3633802,Siwan,Bihar,3318176,942,1350,154,Rural,1119,983,67.1,53.2,98.4,23.6,20,96.2,61.6,89.1,29.4,27.5,,5.9,39.7,90.3,19.6,9,1609,3.2,75.2,53.7,63.3,69.4,64.2,11.7,37,59.3,31,63.3,39.9,9.7,11.5,10,37.9,15,6,31.6,24.2,17.4,17,15.3,63.1,60.1,67,60.5,35.5
26.1317087,86.6107106,Supaul,Bihar,2228397,944,1181,121,Rural,1123,909,55.9,60.9,99.9,15.8,6.1,98.2,35.9,80.7,13.4,56.9,,18.6,32.4,87.8,8.2,3.1,1966,1,61.1,55.2,65.9,72.8,71.9,9.3,37.1,63.8,25.3,68.3,17.6,3.4,,4.4,48.1,20.9,7.2,43.4,38.6,28.8,5.6,9.6,72.4,68.6,63.9,68.1,45.9
25.6838206,85.354965,Vaishali,Bihar,3495249,945,1242,137,Rural,1023,829,78.5,63.1,97.6,30.5,21,95.5,54.1,82.4,28.2,46,,12.7,32.5,90.6,14.6,5.6,1438,2.2,78.7,58.9,70.2,76,68.3,10.4,52,56.6,35.1,63.4,19.1,11.2,2.1,10,53.7,15.1,4.9,41.3,28.9,26.2,13.9,14.7,67.4,62,64.5,62.2,35.6
19.2036769,81.9343855,Bastar,Chhattisgarh,1411644,926,1153,160,Rural,1082,1043,78.2,85.9,94.5,17.6,10.4,98.5,47.2,71.4,17.1,20.1,,4.8,59.1,97.2,29.1,17.8,489,0.9,66.4,60.1,71.6,75.5,70.3,11.4,71,78.2,54.8,68.5,,8.9,,8.5,41.6,33.9,15.4,50.6,37.1,31.3,6.3,5.3,59.4,68.2,57.3,67.6,42
18.7977099,80.8128636,Bijapur,Chhattisgarh,255180,918,1269,160,Rural,1006,941,96.5,91.6,93.8,21.9,9.6,99.7,64.4,87.6,20.2,17.3,12.7,8,62.5,94.6,21.3,15.5,323,3.1,75.5,73.6,83.7,87.7,78.4,4,,,47.9,82.6,,6.2,,5.8,48.2,26,13.8,47.2,20.1,12.9,2.4,7.7,51.3,70.6,47.9,68.7,29
22.0796251,82.1391412,Bilaspur,Chhattisgarh,2662077,933,1232,190,Rural,1013,1067,94.9,99.3,91.9,40,28.2,99.3,70.1,87.5,26.5,21.4,23.9,7.5,71.9,96.3,39.3,27.3,1113,2.6,77.6,67.2,82,90.4,82.3,17.8,77.3,76.2,54.8,82.1,,12.9,,12,34.1,26.8,13.4,33.3,13.5,15,10,10.3,31.1,40.1,24.8,39.1,24.5
18.896863,81.3454417,Dakshin Bastar Dantewada,Chhattisgarh,532791,909,1144,153,Rural,1021,1088,74.8,86.8,94,22.4,16.1,99.6,38,53.8,15.9,19.4,24.9,5,63.4,95.1,26.1,19.8,765,1.9,58.3,54.8,66.1,77.6,69.9,8.1,67.9,74.9,39.7,70.6,,7.2,,7.1,44.2,32.3,14,51.6,40.6,25,4.9,2.2,71.3,75.3,58.3,74.5,43.7
20.7014999,81.5541579,Dhamtari,Chhattisgarh,799199,939,1251,177,Rural,1017,1108,94.5,98.2,95.8,54.5,20.6,99.6,75.4,90.3,28.7,8.5,25,2.8,79.4,99.2,41.9,35.5,889,5.3,82.6,62.7,88.2,93.8,94.6,12.9,80.3,75.3,48.7,74.5,,11.3,,10.4,34.2,27,9.9,40.2,29.8,27.4,10,6.8,52.7,55.5,46.6,55.2,31.4
21.1904494,81.2849169,Durg,Chhattisgarh,3343079,1811,2269,315,Both,997,880,88.8,99.1,98.3,44.7,36.4,99.4,75.7,91.9,35.8,16.9,25.5,2.1,78.1,95.2,37.3,24.6,2548,5.1,71.9,51.4,90.4,91.1,79.7,6.8,61.2,74.2,40.6,52.9,48.8,3.2,,3.6,34.3,21.2,7,36.3,24.1,34.8,18.6,13.8,44.4,48.9,52.6,49.1,20
21.9705529,82.4752757,Janjgir Champa,Chhattisgarh,1620632,933,1134,170,Rural,1038,819,77.7,98.2,95.3,29,18.9,99,72.8,91.5,32.8,18.2,,3.8,68.6,93.1,17.6,12,2075,3.3,62.4,39.9,70.5,79.5,75.7,10.5,66.3,54,40.7,67.4,,18.7,,18.5,36.8,21.7,7.3,34.7,27,19.8,13.9,7.4,35.6,40.3,30,39.9,8.6
22.8874202,84.1382368,Jashpur,Chhattisgarh,852043,914,924,144,Rural,995,961,78.4,84.1,83.3,15.1,7.6,99.3,65.8,76.7,23.2,31.8,,5.5,59,93.4,25.6,12.6,932,1,60.8,47.3,50.4,64.7,61.8,7.1,51.6,64.8,37.8,70.2,48.1,10.9,,10.7,35.1,18.6,4.8,35.2,28.3,25.6,8.2,8.3,31.1,35.2,54.5,35.7,17.9
22.0089506,81.2243444,Kabirdham,Chhattisgarh,45451,928,1126,150,Rural,1031,886,85.4,95.2,93.5,20.8,10.3,97,51.7,81,17.6,30.7,45.1,6.5,64.7,95.3,19,10,1431,1.9,44.6,36.1,61.5,69.4,58.7,8.6,73.5,69.4,50.8,84.9,,14.6,,13.9,40.4,17.6,4.3,38.4,32.9,20.1,8.8,8.8,37.6,34.5,43,34.9,17.9
22.3594501,82.7500595,Korba,Chhattisgarh,1206563,1859,2378,316,Both,1022,961,81.6,93.9,80.2,34.3,26.5,99.4,66.2,82.9,27.8,20.2,19.3,4.3,73.4,93,24.2,15.6,935,5.2,67.1,49.3,80.8,84.5,84.3,5.1,69.4,69.6,46.3,81.9,61.1,6.9,,7.4,33.2,25.7,6.6,36.6,29.9,31.4,14.8,9.6,39.1,45.4,39.7,45.1,19.3
23.3875499,82.3885783,Korea,Chhattisgarh,659039,1850,2131,326,Both,1010,957,77.4,90.7,74.3,24.5,18.7,98.8,61.5,83.3,22.6,31.1,32.6,9.2,69.6,94.7,39.3,21.4,1631,6.6,70.7,59.5,74.6,81.9,74.2,12.3,77,76.7,46.4,76.5,68.3,13.9,,14.3,30.6,29,10.2,34.5,24.7,10.1,11.1,13.6,33.7,36.7,34.7,36.6,16.7
21.1091317,82.0979023,Mahasamund,Chhattisgarh,1032275,930,1130,167,Rural,1049,886,90,98,96.8,22,12.9,99.1,64.6,86.8,21,19.6,,5,77.5,96.7,23,13.4,932,1.7,77.9,58.9,74.8,80.7,75.2,8.3,67.3,67.5,49.9,75.7,,19.6,,19.3,43.7,19.8,5.8,38.1,28.6,22.6,7.8,8.5,38,49.4,53.3,49.5,25.1
19.723535,81.2424108,Narayanpur,Chhattisgarh,110800,933,1434,213,Rural,1094,869,92,77.6,92.5,15.6,11.8,99.7,48.3,77.7,16.8,16.7,14.2,6.1,54.3,83.8,23.5,18.4,295,5.1,61.3,59.5,62.4,69.5,66.3,5.8,76.1,67,57.5,77.9,,4.1,,3.6,49,30.5,16.2,49.2,23.9,16.4,4,4.8,48.2,59.5,50.3,58.9,19
21.8974003,83.3949632,Raigarh,Chhattisgarh,1493627,894,967,150,Rural,985,934,87,95.1,92.8,26.7,19.6,98.6,67.7,86.2,25.7,21.4,,2.8,78.6,93.1,21,14.7,5329,10.9,66.8,54.3,68.5,74,77.8,8,65.9,74.1,39.9,74.1,,12.7,,12,39.2,19.4,8.1,37.1,28.4,18.8,12.3,12.2,38.8,41.8,36.5,41.6,25.7
21.2513844,81.6296413,Raipur,Chhattisgarh,4062160,1838,2251,280,Both,1004,998,89.6,98,95.1,38.6,34.7,99.3,69.7,88,28.5,18.9,25.3,2.9,78.2,93.9,31.3,27.6,1355,6.5,69.1,46.3,80.1,82.5,76.8,5.1,48,70.9,44.2,78.8,63,10.7,,10.9,38.3,19.5,5,37.4,26.7,26,17.1,14.8,47.1,50.9,51,50.9,22.2
21.0943477,81.0337257,Rajnandgaon,Chhattisgarh,1537520,940,1309,163,Rural,1028,1041,96.9,98.9,92.8,44.8,19.7,98.8,76,95.8,28,17.2,19,4.4,69.8,96.5,40,32.9,865,8.1,83.5,76.6,87.1,87.1,80.7,7,78.3,75.6,66.7,84.6,,13.5,,13.2,48.8,17.2,6.2,36.6,16.3,13.7,7,5.4,29.7,44.4,32.3,43.7,16.8
22.9494079,83.1649001,Surguja,Chhattisgarh,2361329,908,938,151,Rural,1024,1052,69.9,92.9,72.6,18.2,12.4,99.3,53,79.1,20,42.8,,9.5,52.5,87.1,18.4,12.5,1677,6,64.7,55.5,64.3,72.5,70.5,9.7,50.4,56.6,33.9,84.3,75.1,12.6,,12.5,32.3,22.3,6.6,34.7,35.9,27.8,8.6,7.5,38.6,35.1,37.6,35.1,14.7
20.2679246,81.4990798,Uttar Bastar Kanker,Chhattisgarh,748941,912,1132,144,Rural,1052,811,87.4,95.8,98,38.7,14.5,99.2,64.5,86.8,28.3,14.5,,4.7,83.8,93.7,38.5,27.8,703,5.6,77.5,60.1,82,85.1,79.3,3.2,,,44.7,70.6,,4.4,,7,36.3,30.9,10.1,49.9,35.5,27.7,9.3,13.8,61.9,67.8,56.7,67.5,29.1
20.3973736,72.8327991,Daman,Die Daman,190855,785,587,279,Urban,647,954,88.9,100,87.6,58.2,74.4,97.9,83.8,89.4,50.7,30.5,25.4,5.6,73,64.1,35.7,27.3,1591,,92.1,47.1,62.8,71.7,56.3,1.7,,,55,,,6.8,,7.2,18.9,26.4,14,25.2,11.8,11,31.8,30.9,74.3,61,,60.3,24.9
20.7144094,70.9873719,Diu,Die Daman,52056,738,806,153,Both,1188,825,99.7,99.8,98.1,71.4,69.7,90.2,81,92.4,44.6,9.2,4,2.1,82.9,97.2,47.8,39.6,1520,,83.1,28.5,81.4,86.1,78.6,11,,,58.5,,,4.7,,4.2,37.3,17.1,5.7,31.1,16.2,19.4,31,28.8,72.1,54.5,,54.7,14.4
28.6643427,77.2166836,Central,Delhi,578671,722,663,76,Urban,860,1596,92,99.6,95.1,74.6,97.8,99,86.7,94.3,62.5,5.9,,0.6,69.6,95.2,69.1,59.2,18577,,96.3,68.4,69.5,79.5,58.5,5,,,32.2,,,12.1,,8.6,36.6,22.9,11.3,34.7,9.7,11,35.6,17,77.2,49.7,,48.8,23.6
28.6279559,77.2956273,East,Delhi,1707725,698,615,70,Urban,874,854,87.2,99.8,92.1,80.8,98.2,96.9,84.6,90.4,63.4,5.8,,3.9,56.2,82.8,41.9,28.9,12335,,85.2,57.3,64,90.5,61,8.8,,,30.2,,,0.9,,3.7,22.5,23.7,9.7,20.6,9.1,17.6,43.7,36,48.7,39.1,,38.7,15.3
28.6139391,77.2090212,New Delhi,Delhi,133713,603,534,67,Urban,788,1193,86,99.6,88.5,67.7,94.5,99.3,83,93,61.5,19.1,,3.1,56.4,87.6,57.4,43.7,6933,,82.6,72.3,,,,7.3,,,25.8,,,,,11.5,28.5,20.3,9.7,32,11.1,8.9,27.3,25.1,67.5,58.2,,57.8,29.1
28.6965644,77.2635038,North East,Delhi,2240749,730,847,92,Urban,891,778,86.5,100,96.6,75.5,98.8,98.8,83.7,82.6,52.2,12,,2.8,63.9,92.7,39.8,27.5,2622,2.8,78.6,55.8,55.2,67.9,49.3,11.1,62.8,69.1,27.3,,,10.6,,9,27.9,12.7,2.8,23.1,12.7,13.3,31.2,27.3,46.6,33.3,36.8,33.4,19.4
28.7186211,77.0685134,North West,Delhi,3651261,599,607,74,Urban,834,727,86.6,99.5,79,66.2,96.8,98.1,76.2,95.6,48.1,15.9,,2.7,54,88.3,52,35.4,2938,,78.1,55.1,74.2,91.6,57.2,18.1,61,90.7,36.6,,,5.4,,8.5,38.6,17.8,2.1,32.5,14.5,28.2,36.4,16.4,73.4,50.8,55,51.1,29
28.7886037,77.1411602,North,Delhi,883418,658,669,49,Urban,825,1075,81.3,99.4,86.9,77.8,97.6,97.9,83.5,83.1,50,14.4,,5.8,62.3,82.3,41.3,32.7,3427,,89.2,65.6,52.3,82.7,44.5,12.8,73.8,79.9,29.1,,,0,,0,28.5,13.5,6.8,27.9,12.6,17.1,38.5,25.2,62.4,52.6,,51.7,31.6
28.5928929,77.0346164,South West,Delhi,2292363,706,693,91,Urban,812,782,94,99.9,82.1,64.5,97.4,98.8,81.6,76.8,60.2,18.4,,2.4,61.6,93.8,58.8,46.4,3382,,91.9,57,84.4,86.8,78.2,10.8,,,26.7,,,6.3,,4.7,32.7,12.6,3.5,21.1,14.2,12.3,35.1,28.2,64.8,62.3,,61.9,26.1
28.4816551,77.1872857,South,Delhi,2733752,618,596,65,Urban,842,847,78,99.6,76.8,73.6,96.7,98.3,80.4,93.9,51.7,15.2,,1,68,87.1,52,37.4,11932,,84.1,58,51.1,53.9,54.6,5.6,,,29.2,,,4.2,,5.5,31.3,21.2,6.4,28.7,14.2,12.5,32.5,29.9,67.9,59.3,,58.6,8.6
28.6663433,77.067959,West,Delhi,2531583,716,690,88,Urban,869,778,92.3,100,93.8,87.8,99.5,99,86.6,91.5,64.9,7.7,,0.8,77,96.1,51.7,45.4,27361,,88.4,51.8,,,,6,,,20.1,,,0,,3.2,37.4,17.7,6.7,31,10.4,16,33.6,22.5,64.8,66.3,,66,21.3
