Date,State,District,Latitude,Longitude,Households,Women,Men,Rural_Urban Classification,Population _female_ age 6 years and above who ever attended school,Population below age 15 years,"Sex ratio of the total population _females per 1,000 males_","Sex ratio at birth for children born in the last five years _females per 1,000 males_",Children under age 5 years whose birth was registered __,Households with electricity __,Households with an improved drinking_water source1 __,Households using improved sanitation facility2 __,Households using clean fuel for cooking3 __,Households using iodized salt __,Households with any usual member covered by a health scheme or health insurance __
01-06-2015,UT,Chamoli,30.2937439,79.560344,870,849,85,Rural,74.3,29.8,1150,950,89.7,95.5,93.2,62.4,34.8,85.6,18.8
01-06-2015,DL,North East,28.7184,77.258,730,847,92,Urban,79.3,27,891,778,86.5,100,96.6,75.5,98.8,98.8,13
01-06-2015,AR,East Siang,28.1097051,95.1432068,860,843,114,Rural,72.5,25.8,954,942,72.6,96.8,98.3,72.8,44.9,99.5,84.4
01-06-2015,AN,North  & Middle Andaman,12.6518832,92.8976254,796,842,128,Rural,83.8,22.6,951,975,99.6,92.5,90.3,49.8,35.5,99.4,3.2
01-06-2015,MH,Gadchiroli,19.4968732,80.2767327,792,840,138,Rural,65.5,22,968,1162,99.2,93.5,86.1,32.6,22.4,98.2,19.6
01-06-2015,GJ,Kachchh,23.7337326,69.8597406,776,837,212,Both,61,32.5,944,1029,96.7,95.4,81.5,61.5,38.5,96.2,20.5
01-06-2015,MH,Buldana,20.4560976,76.3637285,779,837,131,Rural,75.2,26.9,953,907,96.9,96,86.8,45.7,33.1,99.6,18.8
01-06-2015,AP,Krishna,16.61,80.7214,798,836,112,Both,71.3,22.1,1037,900,83.6,99,70,63.2,73.3,90.5,71.5
01-06-2015,TN,Kanniyakumari,8.0883064,77.5384507,813,836,135,Urban,92.2,24.2,1110,1129,100,99.3,91.9,85.6,59.7,88.9,54.9
01-06-2015,HP,Bilaspur,22.0796251,82.1391412,783,835,137,Rural,78.6,25.8,1086,915,95.5,99.9,82.8,70.3,19.1,99.6,18.4
01-06-2015,MN,Ukhrul,24.9320611,94.479976,890,833,120,Rural,83.3,34.1,984,1041,51,79.2,44.1,59.8,10.8,98,1.1
01-06-2015,GJ,Bharuch,21.7051358,72.9958748,785,832,226,Both,73.7,25.1,973,1037,96.5,96.1,85.9,67.2,49.2,98.3,25.7
01-06-2015,HP,Hamirpur,31.6861745,76.5213092,789,830,132,Rural,84.8,24.6,1225,954,99.6,99.5,96.8,81,24.3,98.8,12.8
01-06-2015,TG,Hyderabad,17.385044,78.486671,766,830,109,Urban,79.8,26.7,934,827,92.9,100,90.5,73.2,91.6,98.9,49.8
01-06-2015,GJ,Gandhinagar,23.2156354,72.6369415,752,828,241,Both,69.4,25.1,931,1019,96,94.8,96.5,62.3,52.2,96.8,28.4
01-06-2015,MH,Kolhapur,16.7049873,74.2432527,771,827,132,Both,77.3,22,978,660,96.3,96.1,95.4,67,64,94.9,10.1
01-06-2015,KL,Kasaragod,12.5102239,74.9851678,799,823,134,Both,88.8,22.5,1041,981,98.4,98.5,92.7,97.7,52.9,94.2,37.5
01-06-2015,MH,Bhandara,21.1750113,79.6558242,801,823,132,Rural,81.1,23.6,1020,1204,99.6,96.3,85.9,67.3,47.7,99,16.1
01-06-2015,MH,Beed,18.9891,75.7601,779,823,127,Rural,62.6,27.7,933,1046,90.1,90.6,86.1,39.7,28,95.4,13.1
01-06-2015,MH,Gondiya,21.4624491,80.2209773,783,822,127,Rural,77.3,23.3,1037,1009,99.4,96.2,78.8,55.4,23.8,98.8,16
01-06-2015,KA,Hassan,13.0068142,76.0995519,817,821,115,Rural,69.4,21.8,1077,1149,96.9,96.3,91.1,64.3,51.1,94.2,39.8
01-06-2015,KA,Chikkaballapura,13.432366,77.7280396,784,819,100,Rural,63,23.4,1023,788,95.1,97.5,76.9,49.7,47.3,66.4,16.1
01-06-2015,MH,Chandrapur,19.9704597,79.3014845,803,819,126,Both,72.9,23.3,961,996,98.6,91.6,84,53.9,47.2,99.2,11.3
01-06-2015,KL,Palakkad,10.7867303,76.6547932,828,816,191,Rural,92.2,20.1,972,1075,100,99,93.4,96.7,50.7,97.2,48
01-06-2015,AP,Srikakulam,18.2969747,83.8967813,784,815,104,Rural,58.4,22.2,1028,933,89.3,97.3,75.7,33.2,38,80,82.2
01-06-2015,NL,Zunheboto,26.0092831,94.5237707,848,815,124,Rural,86.5,29.4,936,747,58.9,99.4,88.7,81.1,12.8,99.6,18.9
01-06-2015,GJ,Vadodara,22.3071588,73.1812187,789,812,219,Both,72.6,24.8,944,1159,95.9,97,95.5,60.8,52.1,96.6,25.7
01-06-2015,KA,Tumkur,13.3391677,77.1139984,815,810,116,Rural,69.3,20.8,1003,926,98,98.1,80.8,52.3,39.4,85.5,36.5
01-06-2015,NL,Peren,25.5225378,93.6623239,876,809,119,Rural,78.9,38.3,992,916,69.3,97.3,61,74.2,16.9,99.8,6.3
01-06-2015,JK,Leh_Ladakh_,34.1525864,77.5770535,793,807,152,Both,60.4,23.3,1035,829,81.7,99.5,70.9,16.7,87.7,99.2,2.6
01-06-2015,DD,Diu,20.7144094,70.9873719,738,806,153,Both,74.6,26.7,1188,825,99.7,99.8,98.1,71.4,69.7,90.2,36.6
01-06-2015,GA,South  Goa,15.11766,74.123996,790,806,370,Both,82.8,24.4,1000,970,98.4,100,96.1,76.1,86.4,97.4,7.6
01-06-2015,NL,Kiphire,25.8187605,94.8520636,823,806,132,Rural,78.3,37.5,964,1037,69.8,98.2,87.2,80.5,11.1,99.3,7.9
01-06-2015,TN,Ariyalur,11.1400585,79.0786281,814,806,133,Rural,69.1,24,1048,847,97.5,98.3,96.6,28.1,44.7,62.8,63.3
01-06-2015,KA,Kodagu,12.3374942,75.8069082,796,804,116,Rural,78.3,24.8,1114,1226,97.9,95.8,81.6,82,47.9,90.1,33.7
01-06-2015,WB,Kolkata,22.572646,88.363895,749,803,95,Urban,82.5,20.2,921,1020,95.7,99.8,96.2,50.2,69.6,98.5,26.1
01-06-2015,AP,East Godavari,17.32125,82.0407137,803,802,125,Rural,69,21.8,927,1008,84.3,99.1,82.1,56.8,50.3,82.3,70.9
01-06-2015,MH,Jalgaon,21.0076578,75.5626039,771,799,110,Both,75.4,25.1,914,922,92.1,90.2,96,42.1,52.9,98.6,11.5
01-06-2015,KA,Bangalore,12.9715987,77.5945627,775,798,114,Urban,84.4,22.1,898,727,93.6,99.4,92,86.2,93.9,95.9,15.4
01-06-2015,KA,Mandya,12.5221567,76.9009191,785,798,97,Rural,65.2,21.1,1048,915,95.3,98.9,95.5,56.8,53.7,93.6,30.6
01-06-2015,MH,Ahmadnagar,19.0952075,74.7495916,749,798,110,Rural,75.4,25.8,905,843,93.4,92.2,86.1,50.8,57.8,94.9,10
01-06-2015,TN,Madurai,9.9252007,78.1197754,786,796,131,Both,80.9,23.8,1007,726,98.1,98.8,78.6,54.4,75.8,81.8,50.5
01-06-2015,AP,Anantapur,14.6818877,77.6005911,784,795,100,Rural,56.9,24,1000,1196,89.4,99.1,61.3,46.5,65.9,77.8,76.5
01-06-2015,KL,Kollam,8.8932118,76.6141396,816,793,137,Both,96.8,20,1043,851,99.6,98.2,94.4,98.1,58.8,99,45.5
01-06-2015,TN,Theni,10.0103658,77.4768115,808,792,126,Both,70.6,23.2,1013,1206,98.9,97.4,96.2,47,73.3,61.2,53.6
01-06-2015,UP,Banda,25.4796,80.338,882,789,135,Rural,59.9,32.1,908,956,67.7,67.3,97.8,27.5,15,94.5,1
01-06-2015,AR,Anjaw,28.081623,96.5221684,884,787,127,Rural,62.7,31.5,910,1139,74.5,90.4,87.2,45.3,24.7,98.6,75.3
01-06-2015,NL,Longleng,26.4901992,94.819664,885,786,132,Rural,80.6,31.7,847,816,62.1,97.5,41.2,73.6,4.8,99.7,5.6
01-06-2015,AP,Prakasam,15.348463,79.560344,800,785,102,Rural,53.5,25,1016,799,68.9,97.7,58.2,53.6,65.9,76.4,75.3
01-06-2015,TN,Tiruchirappalli,10.7904833,78.7046725,785,785,142,Both,79,23.5,1048,1017,99.2,98.9,97.2,46.5,71.1,80.2,63.4
01-06-2015,AR,East Kameng,27.4231261,93.0175712,825,783,96,Rural,56.8,40.5,999,1007,35.8,50.5,78.6,38.3,36.8,99.7,45.7
01-06-2015,KL,Thiruvananthapuram,8.5241391,76.9366376,834,783,138,Both,95,19.7,1122,1115,98.9,99.3,92.7,96.8,52.4,99.2,57.9
01-06-2015,AP,Y.S.R.,14.5767233,78.8382644,778,782,103,Both,59.2,24.6,1034,675,74.5,99.7,55.8,68.7,72.1,73.2,73
01-06-2015,TG,Khammam,17.2472528,80.1514447,806,778,109,Rural,59.8,22.6,1036,978,80.6,97.2,84.5,50.3,70,99.2,71.1
01-06-2015,TN,Ramanathapuram,9.370589,78.8334566,735,777,99,Both,74.7,25.7,1101,732,98.1,98.2,76.2,45.4,55,67.5,59.3
01-06-2015,AP,Visakhapatnam,17.6868159,83.2184815,768,772,107,Both,61.3,23.3,1047,1097,84.5,98.5,84.3,55.2,56.1,90.4,70
01-06-2015,HP,Shimla,31.1048145,77.1734033,732,770,180,Rural,77.9,21.8,997,1233,94.9,99.7,97.8,74,67.2,98.9,28.7
01-06-2015,MH,Osmanabad,18.2069636,76.1783739,773,769,121,Rural,68.1,25.4,961,821,92.6,87.8,89,27.3,31.8,98.6,6.8
01-06-2015,GJ,Ahmadabad,23.022505,72.5713621,754,768,209,Urban,83.7,22.1,904,871,97.8,99.2,95,88.5,83.4,96.4,34.4
01-06-2015,KA,Ramanagara,12.7094487,77.2807423,780,766,126,Rural,63.8,20.7,1016,928,98.8,97.8,93.1,60.8,54.5,83.3,34.8
01-06-2015,TG,Adilabad,19.6640624,78.5320107,782,764,107,Rural,52.6,26.2,1007,795,62.6,96.5,85,30.7,40.4,97.1,65.5
01-06-2015,AR,West Siang,28.147254,94.7484518,849,763,109,Rural,70.5,25.9,875,867,55.2,94.4,90.6,76,48.7,98.7,65.7
01-06-2015,MH,Thane,19.2183307,72.9780897,712,763,136,Urban,81,23.6,922,895,93.6,90.6,92,64.7,76.7,93.5,15.7
01-06-2015,TG,Rangareddy,17.3891379,77.8367282,757,762,118,Urban,71.8,25.1,967,837,85.2,99.5,80.7,51.2,84.4,98.4,58.6
01-06-2015,AP,Guntur,16.3066525,80.4365402,789,761,104,Both,60.3,23,1015,637,90.6,99.5,74.9,63.2,79.7,82.5,74.5
01-06-2015,TN,Thoothukkudi,8.7641661,78.1348361,799,761,125,Both,79.8,24.3,1135,1087,95.1,98.2,92.7,50.4,68.2,67.7,48.3
01-06-2015,MH,Raigarh,21.8974003,83.3949632,721,759,117,Both,82,24.4,924,794,98,94,93.6,75.4,75.6,93.8,18.9
01-06-2015,TG,Mahbubnagar,16.7375089,78.0081221,791,757,104,Rural,49.5,28.9,1007,952,69.3,97.8,71,32.8,47.1,80.4,76.5
01-06-2015,KL,Kannur,11.8744775,75.3703662,795,753,110,Both,96.3,21,1092,1066,95.3,98.9,92.2,98.9,55.5,98,38.1
01-06-2015,TG,Nizamabad,18.6725047,78.0940867,763,752,83,Rural,55.5,26.5,1101,752,86.4,97.7,82.3,42.3,56.9,95.4,67.8
01-06-2015,AR,Upper Siang,28.7588781,95.2266675,858,749,94,Rural,66.7,25.1,898,1038,77.3,91.8,92.5,60,22.4,98.6,72.1
01-06-2015,KL,Thrissur,10.5276416,76.2144349,829,749,111,Both,96.5,18.3,1075,1120,96,99.7,95.9,99.5,67.5,99.2,38.1
01-06-2015,TG,Medak,18.0529357,78.261853,760,743,107,Rural,57,26.1,1007,1026,91,97.5,85.2,53.3,48.7,98.2,71.8
01-06-2015,AR,Dibang Valley,28.8128767,96.1526985,879,742,102,Rural,63.9,26.1,956,1296,52,89.9,99.3,77.8,24.7,99,75.2
01-06-2015,MH,Pune,18.5204303,73.8567437,709,742,131,Both,82.3,21.5,924,927,95.9,95.9,95.3,63.5,81.4,95.7,21.4
01-06-2015,AP,Chittoor,13.217176,79.1003289,773,740,95,Rural,65,23.4,1079,1168,86.4,98.6,65.3,39.7,59.3,83.8,74.8
01-06-2015,KL,Ernakulam,9.9816358,76.2998842,832,740,105,Both,97.7,18.8,1076,1246,98.6,99.9,97,99.3,79.7,97.7,47.7
01-06-2015,MH,Satara,17.6804639,74.018261,734,740,111,Rural,76.7,22.7,1034,1018,97.5,93.6,93,63.8,57,93.3,8.9
01-06-2015,TN,Virudhunagar,9.5680116,77.9624435,793,738,110,Both,71.4,22.6,1079,948,98.5,98.6,84,36.5,73.3,62.8,45.5
01-06-2015,AP,West Godavari,16.9174181,81.3399414,787,736,100,Rural,68.5,23,1020,834,87.3,98.7,74.3,61.2,62.3,85.1,79
01-06-2015,KA,Chikmagalur,13.315258,75.7754018,782,736,118,Rural,71.9,20.4,1059,1444,91.5,96.3,81.9,62.7,49.7,84.3,17.7
01-06-2015,AR,Lower Subansiri,27.6169349,93.8391557,845,734,94,Rural,63,28.1,1010,976,55.2,98.5,97.6,73,64.5,99.6,66
01-06-2015,TG,Warangal,17.9689008,79.5940544,784,730,110,Rural,61.4,22.4,1043,957,77,97.4,73.3,46.9,60.8,97.4,76.6
01-06-2015,TG,Karimnagar,18.4385553,79.1288412,776,728,99,Rural,58.2,21.3,1102,881,91.9,98.8,69.9,53.9,70.7,98.8,64.8
01-06-2015,MH,Ratnagiri,16.990215,73.3120233,749,727,73,Rural,77.3,23,1134,984,98.8,96.1,85,67.8,34.2,85.1,9.8
01-06-2015,TG,Nalgonda,17.1882998,79.1999949,801,723,108,Rural,55.1,24.1,988,831,81.8,97.3,54.4,50.1,60.3,90.5,76.1
01-06-2015,KL,Alappuzha,9.4980667,76.3388484,826,718,121,Both,97.2,17.5,1101,1112,94.5,99.5,93.4,97,64.2,98.2,56
01-06-2015,KL,Idukki,9.9188973,77.1024902,811,710,127,Rural,92.5,17.8,965,1139,98.4,99.2,92.4,94.6,47.2,99.1,54.2
01-06-2015,TN,Tirunelveli,8.7139126,77.7566523,773,709,110,Both,74.6,22,1124,1050,93.5,99.1,97.4,45.8,72.3,54.9,54.3
01-06-2015,AR,West Kameng,27.3427633,92.302446,795,704,91,Rural,64.6,31.9,946,1027,62.4,98.1,94.8,58.8,56.1,99.2,53.7
01-06-2015,KL,Kottayam,9.5915668,76.5221531,826,704,129,Rural,98.7,16.7,1029,1077,96.8,99.6,95.2,98.9,62.6,99.1,50.8
01-06-2015,DL,South West,28.5929,77.0346,706,693,91,Urban,81.3,24.2,812,782,94,99.9,82.1,64.5,97.4,98.8,21.7
01-06-2015,DL,West,28.6663,77.068,716,690,88,Urban,85.2,22.5,869,778,92.3,100,93.8,87.8,99.5,99,20.1
01-06-2015,AR,Tawang,27.5780678,91.8757422,800,689,78,Rural,41.4,27.9,1060,955,29.9,95.4,94.7,54.3,45.6,99.5,44.2
01-06-2015,NL,Tuensang,26.260562,94.815921,762,677,87,Rural,78.5,37,942,953,63.7,97.2,91.4,73,9.3,99.5,5.1
01-06-2015,MH,Mumbai Suburban,19.1538231,72.8751786,668,673,100,Urban,82.9,22.4,869,932,93.8,92.1,99.2,26.7,87.1,99.6,12.4
01-06-2015,DL,North,28.7886,77.1412,658,669,49,Urban,83.1,24.8,825,1075,81.3,99.4,86.9,77.8,97.6,97.9,13.7
01-06-2015,HP,Kinnaur,31.6509576,78.4751945,766,667,161,Rural,71.2,21.6,1048,807,95.4,99.1,92.7,67.1,66.7,99.7,26.2
01-06-2015,DL,Central,28.6139,77.209,722,663,76,Urban,83.8,21.8,860,1596,92,99.6,95.1,74.6,97.8,99,18.4
01-06-2015,MH,Sindhudurg,16.3492193,73.5594128,698,660,64,Rural,81.7,19.1,1001,824,100,98.2,75.1,77.6,38.7,88.1,10.8
01-06-2015,NL,Mokokchung,26.3220358,94.5134629,808,644,89,Rural,90,21.2,926,1048,63.7,99.4,85.9,91.1,38.3,99.5,5
01-06-2015,KL,Pathanamthitta,9.2647582,76.7870414,836,642,89,Rural,97,16.7,1105,1135,97.3,99.2,93,97.4,57.7,99.2,41.9
01-06-2015,NL,Wokha,26.0910351,94.2589738,800,637,75,Rural,83.8,28.8,1027,1079,70.5,97.8,73.4,72.9,35.9,99.6,3.6
01-06-2015,DL,East,28.628,77.2956,698,615,70,Urban,85,21.2,874,854,87.2,99.8,92.1,80.8,98.2,96.9,13.5
01-06-2015,MH,Mumbai,19.0759837,72.8776559,649,608,62,Urban,87.2,19.6,906,1033,95,99.2,99.6,39.2,89.2,98.1,14.7
01-06-2015,DL,North West,28.7186,77.0685,599,607,74,Urban,80.3,26.4,834,727,86.6,99.5,79,66.2,96.8,98.1,13.8
01-06-2015,DL,South,28.4817,77.1873,618,596,65,Urban,80.2,24.9,842,847,78,99.6,76.8,73.6,96.7,98.3,15.4
01-06-2015,HP,Lahul and Spiti,32.6192107,77.3783789,724,592,169,Rural,65.7,19,994,787,95.1,97.8,97.1,52.5,59.9,99.7,21.3
01-06-2015,DD,Daman,20.3974,72.8328,785,587,279,Urban,83.4,20.7,647,954,88.9,100,87.6,58.2,74.4,97.9,12.9
01-06-2015,DL,New Delhi,28.6139391,77.2090212,603,534,67,Urban,82.7,18.8,788,1193,86,99.6,88.5,67.7,94.5,99.3,34.8
